"Vorwahl";"Ortsnetzname";"Gemeindename";"Gemeindekennzahl"
"02431";"Erkelenz";"Wegberg, Stadt";"05370040"
"02432";"Wassenberg";"Erkelenz, Stadt";"05370004"
"02432";"Wassenberg";"Huckelhoven, Stadt";"05370020"
"02432";"Wassenberg";"Wassenberg, Stadt";"05370036"
"02432";"Wassenberg";"Wegberg, Stadt";"05370040"
"02433";"Huckelhoven";"Erkelenz, Stadt";"05370004"
"02433";"Huckelhoven";"Huckelhoven, Stadt";"05370020"
"02434";"Wegberg";"Erkelenz, Stadt";"05370004"
"02434";"Wegberg";"Wegberg, Stadt";"05370040"
"02435";"Erkelenz-Lovenich";"Erkelenz, Stadt";"05370004"
"02435";"Erkelenz-Lovenich";"Huckelhoven, Stadt";"05370020"
"02436";"Wegberg-Rodgen";"Wegberg, Stadt";"05370040"
"02440";"Nettersheim-Tondorf";"Blankenheim";"05366008"
"02440";"Nettersheim-Tondorf";"Nettersheim";"05366032"
"02441";"Kall";"Kall";"05366024"
"02441";"Kall";"Mechernich, Stadt";"05366028"
"02443";"Mechernich";"Mechernich, Stadt";"05366028"
"02444";"Schleiden-Gemund";"Heimbach, Stadt";"05358012"
"02444";"Schleiden-Gemund";"Schleiden, Stadt";"05366036"
"02445";"Schleiden Eifel";"Hellenthal";"05366020"
"02445";"Schleiden Eifel";"Kall";"05366024"
"02445";"Schleiden Eifel";"Schleiden, Stadt";"05366036"
"02446";"Heimbach Eifel";"Heimbach, Stadt";"05358012"
"02447";"Dahlem b Kall";"Dahlem";"05366012"
"02447";"Dahlem b Kall";"Hellenthal";"05366020"
"02447";"Dahlem b Kall";"Kall";"05366024"
"02447";"Dahlem b Kall";"Nettersheim";"05366032"
"02448";"Hellenthal-Rescheid";"Hellenthal";"05366020"
"02449";"Blankenheim Ahr";"Blankenheim";"05366008"
"02451";"Geilenkirchen";"Geilenkirchen, Stadt";"05370012"
"02451";"Geilenkirchen";"Ubach-Palenberg, Stadt";"05370028"
"02452";"Heinsberg Rheinl";"Heinsberg, Stadt";"05370016"
"02452";"Heinsberg Rheinl";"Waldfeucht";"05370032"
"02453";"Heinsberg-Randerath";"Geilenkirchen, Stadt";"05370012"
"02453";"Heinsberg-Randerath";"Heinsberg, Stadt";"05370016"
"02454";"Gangelt";"Gangelt";"05370008"
"02455";"Waldfeucht";"Selfkant";"05370024"
"02455";"Waldfeucht";"Waldfeucht";"05370032"
"02456";"Selfkant";"Selfkant";"05370024"
"02461";"Julich";"Julich, Stadt";"05358024"
"02462";"Linnich";"Geilenkirchen, Stadt";"05370012"
"02462";"Linnich";"Huckelhoven, Stadt";"05370020"
"02462";"Linnich";"Linnich, Stadt";"05358036"
"02463";"Titz";"Bedburg, Stadt";"05362004"
"02463";"Titz";"Julich, Stadt";"05358024"
"02463";"Titz";"Linnich, Stadt";"05358036"
"02463";"Titz";"Titz";"05358056"
"02464";"Aldenhoven b Julich";"Aldenhoven";"05358004"
"02465";"Inden";"Inden";"05358020"
"02471";"Roetgen Eifel";"Roetgen";"05354024"
"02472";"Monschau";"Monschau, Stadt";"05354020"
"02473";"Simmerath";"Simmerath";"05354028"
"02474";"Nideggen-Schmidt";"Nideggen, Stadt";"05358044"
"02474";"Nideggen-Schmidt";"Simmerath";"05354028"
"02482";"Hellenthal";"Hellenthal";"05366020"
"02482";"Hellenthal";"Kall";"05366024"
"02484";"Mechernich-Eiserfey";"Mechernich, Stadt";"05366028"
"02484";"Mechernich-Eiserfey";"Nettersheim";"05366032"
"02485";"Schleiden-Dreiborn";"Schleiden, Stadt";"05366036"
"02485";"Schleiden-Dreiborn";"Simmerath";"05354028"
"02486";"Nettersheim";"Kall";"05366024"
"02486";"Nettersheim";"Nettersheim";"05366032"
"02501";"Munster-Hiltrup";"Munster, Stadt";"05515000"
"02502";"Nottuln";"Nottuln";"05558032"
"02504";"Telgte";"Telgte, Stadt";"05570044"
"02505";"Altenberge Westf";"Altenberge";"05566004"
"02505";"Altenberge Westf";"Billerbeck, Stadt";"05558008"
"02506";"Munster-Wolbeck";"Munster, Stadt";"05515000"
"02507";"Havixbeck";"Billerbeck, Stadt";"05558008"
"02507";"Havixbeck";"Havixbeck";"05558020"
"02508";"Drensteinfurt";"Drensteinfurt, Stadt";"05570016"
"02509";"Nottuln-Appelhulsen";"Nottuln";"05558032"
"02509";"Nottuln-Appelhulsen";"Senden";"05558044"
"0251";"Munster";"Munster, Stadt";"05515000"
"02520";"Wadersloh-Diestedde";"Oelde, Stadt";"05570028"
"02520";"Wadersloh-Diestedde";"Wadersloh";"05570048"
"02521";"Beckum";"Beckum, Stadt";"05570008"
"02522";"Oelde";"Ennigerloh, Stadt";"05570020"
"02522";"Oelde";"Oelde, Stadt";"05570028"
"02523";"Wadersloh";"Wadersloh";"05570048"
"02524";"Ennigerloh";"Ennigerloh, Stadt";"05570020"
"02525";"Beckum-Neubeckum";"Beckum, Stadt";"05570008"
"02525";"Beckum-Neubeckum";"Ennigerloh, Stadt";"05570020"
"02526";"Sendenhorst";"Sendenhorst, Stadt";"05570040"
"02527";"Lippetal-Lippborg";"Lippetal";"05974024"
"02528";"Ennigerloh-Enniger";"Ahlen, Stadt";"05570004"
"02528";"Ennigerloh-Enniger";"Ennigerloh, Stadt";"05570020"
"02529";"Oelde-Stromberg";"Oelde, Stadt";"05570028"
"02532";"Ostbevern";"Ostbevern";"05570032"
"02533";"Munster-Nienberge";"Munster, Stadt";"05515000"
"02534";"Munster-Roxel";"Munster, Stadt";"05515000"
"02535";"Sendenhorst-Albersloh";"Sendenhorst, Stadt";"05570040"
"02536";"Munster-Albachten";"Munster, Stadt";"05515000"
"02536";"Munster-Albachten";"Senden";"05558044"
"02538";"Drensteinfurt-Rinkerode";"Drensteinfurt, Stadt";"05570016"
"02541";"Coesfeld";"Billerbeck, Stadt";"05558008"
"02541";"Coesfeld";"Coesfeld, Stadt";"05558012"
"02541";"Coesfeld";"Rosendahl";"05558040"
"02542";"Gescher";"Gescher, Stadt";"05554016"
"02543";"Billerbeck Westf";"Billerbeck, Stadt";"05558008"
"02545";"Rosendahl-Darfeld";"Rosendahl";"05558040"
"02545";"Rosendahl-Darfeld";"Schoppingen";"05554052"
"02546";"Coesfeld-Lette";"Coesfeld, Stadt";"05558012"
"02547";"Rosendahl-Osterwick";"Rosendahl";"05558040"
"02548";"Dulmen-Rorup";"Dulmen, Stadt";"05558016"
"02548";"Dulmen-Rorup";"Nottuln";"05558032"
"02551";"Steinfurt-Burgsteinfurt";"Horstmar, Stadt";"05566024"
"02551";"Steinfurt-Burgsteinfurt";"Steinfurt, Stadt";"05566084"
"02552";"Steinfurt-Borghorst";"Steinfurt, Stadt";"05566084"
"02553";"Ochtrup";"Ochtrup, Stadt";"05566068"
"02554";"Laer Kr Steinfurt";"Billerbeck, Stadt";"05558008"
"02554";"Laer Kr Steinfurt";"Laer";"05566036"
"02555";"Schoppingen";"Schoppingen";"05554052"
"02556";"Metelen";"Metelen";"05566052"
"02557";"Wettringen Kr Steinfurt";"Wettringen";"05566096"
"02558";"Horstmar";"Horstmar, Stadt";"05566024"
"02561";"Ahaus";"Ahaus, Stadt";"05554004"
"02561";"Ahaus";"Heek";"05554024"
"02562";"Gronau Westfalen";"Gronau (Westf.), Stadt";"05554020"
"02563";"Stadtlohn";"Stadtlohn, Stadt";"05554056"
"02564";"Vreden";"Vreden, Stadt";"05554068"
"02565";"Gronau-Epe";"Gronau (Westf.), Stadt";"05554020"
"02565";"Gronau-Epe";"Heek";"05554024"
"02566";"Legden";"Legden";"05554036"
"02566";"Legden";"Rosendahl";"05558040"
"02567";"Ahaus-Alstatte";"Ahaus, Stadt";"05554004"
"02567";"Ahaus-Alstatte";"Vreden, Stadt";"05554068"
"02568";"Heek";"Heek";"05554024"
"02571";"Greven Westf";"Greven, Stadt";"05566012"
"02572";"Emsdetten";"Emsdetten, Stadt";"05566008"
"02572";"Emsdetten";"Saerbeck";"05566080"
"02573";"Nordwalde";"Nordwalde";"05566064"
"02574";"Saerbeck";"Saerbeck";"05566080"
"02575";"Greven-Reckenfeld";"Greven, Stadt";"05566012"
"02581";"Warendorf";"Sassenberg, Stadt";"05570036"
"02581";"Warendorf";"Warendorf, Stadt";"05570052"
"02582";"Everswinkel";"Everswinkel";"05570024"
"02582";"Everswinkel";"Warendorf, Stadt";"05570052"
"02583";"Sassenberg";"Sassenberg, Stadt";"05570036"
"02584";"Warendorf-Milte";"Warendorf, Stadt";"05570052"
"02585";"Warendorf-Hoetmar";"Warendorf, Stadt";"05570052"
"02586";"Beelen";"Beelen";"05570012"
"02586";"Beelen";"Harsewinkel, Stadt";"05754016"
"02587";"Ennigerloh-Westkirchen";"Ennigerloh, Stadt";"05570020"
"02588";"Harsewinkel-Greffen";"Harsewinkel, Stadt";"05754016"
"02588";"Harsewinkel-Greffen";"Sassenberg, Stadt";"05570036"
"02590";"Dulmen-Buldern";"Dulmen, Stadt";"05558016"
"02591";"Ludinghausen";"Ludinghausen, Stadt";"05558024"
"02592";"Selm";"Olfen, Stadt";"05558036"
"02592";"Selm";"Selm, Stadt";"05978032"
"02593";"Ascheberg Westf";"Ascheberg";"05558004"
"02594";"Dulmen";"Dulmen, Stadt";"05558016"
"02595";"Olfen";"Ludinghausen, Stadt";"05558024"
"02595";"Olfen";"Olfen, Stadt";"05558036"
"02596";"Nordkirchen";"Nordkirchen";"05558028"
"02597";"Senden Westf";"Senden";"05558044"
"02598";"Senden-Ottmarsbocholt";"Senden";"05558044"
"02599";"Ascheberg-Herbern";"Ascheberg";"05558004"
"02599";"Ascheberg-Herbern";"Nordkirchen";"05558028"
"02601";"Nauort";"Alsbach";"07143001"
"02601";"Nauort";"Bendorf, Stadt";"07137203"
"02601";"Nauort";"Caan";"07143007"
"02601";"Nauort";"Isenburg";"07138031"
"02601";"Nauort";"Nauort";"07143050"
"02601";"Nauort";"Sessenbach";"07143068"
"02601";"Nauort";"Wirscheid";"07143082"
"02602";"Montabaur";"Bannberscheid";"07143003"
"02602";"Montabaur";"Boden";"07143005"
"02602";"Montabaur";"Daubach";"07143008"
"02602";"Montabaur";"Dernbach (Westerwald)";"07143010"
"02602";"Montabaur";"Gro?holbach";"07143024"
"02602";"Montabaur";"Heiligenroth";"07143027"
"02602";"Montabaur";"Holler";"07143033"
"02602";"Montabaur";"Horbach";"07143034"
"02602";"Montabaur";"Leuterod";"07143042"
"02602";"Montabaur";"Montabaur, Stadt";"07143048"
"02602";"Montabaur";"Moschheim";"07143049"
"02602";"Montabaur";"Niederahr";"07143273"
"02602";"Montabaur";"Niederelbert";"07143053"
"02602";"Montabaur";"Oberahr";"07143281"
"02602";"Montabaur";"Otzingen";"07143060"
"02602";"Montabaur";"Ruppach-Goldhausen";"07143065"
"02602";"Montabaur";"Stahlhofen";"07143072"
"02602";"Montabaur";"Staudt";"07143073"
"02602";"Montabaur";"Untershausen";"07143077"
"02602";"Montabaur";"Wirges, Stadt";"07143081"
"02603";"Bad Ems";"Arzbach";"07141201"
"02603";"Bad Ems";"Bad Ems, Stadt";"07141006"
"02603";"Bad Ems";"Becheln";"07141008"
"02603";"Bad Ems";"Dausenau";"07141025"
"02603";"Bad Ems";"Fachbach";"07141041"
"02603";"Bad Ems";"Frucht";"07141044"
"02603";"Bad Ems";"Kemmenau";"07141071"
"02603";"Bad Ems";"Miellen";"07141086"
"02603";"Bad Ems";"Nievern";"07141098"
"02604";"Nassau Lahn";"Attenhausen";"07141003"
"02604";"Nassau Lahn";"Dienethal";"07141027"
"02604";"Nassau Lahn";"Dornberg";"07141030"
"02604";"Nassau Lahn";"Dornholzhausen";"07141033"
"02604";"Nassau Lahn";"Homberg";"07141058"
"02604";"Nassau Lahn";"Misselberg";"07141087"
"02604";"Nassau Lahn";"Nassau, Stadt";"07141091"
"02604";"Nassau Lahn";"Obernhof";"07141103"
"02604";"Nassau Lahn";"Oberwies";"07141106"
"02604";"Nassau Lahn";"Schweighausen";"07141127"
"02604";"Nassau Lahn";"Seelbach";"07141128"
"02604";"Nassau Lahn";"Singhofen";"07141129"
"02604";"Nassau Lahn";"Sulzbach";"07141132"
"02604";"Nassau Lahn";"Weinahr";"07141135"
"02604";"Nassau Lahn";"Winden";"07141139"
"02605";"Lof";"Alken";"07137201"
"02605";"Lof";"Brodenbach";"07137205"
"02605";"Lof";"Burgen";"07137206"
"02605";"Lof";"Dommershausen";"07140202"
"02605";"Lof";"Gierschnach";"07137030"
"02605";"Lof";"Hatzenport";"07137208"
"02605";"Lof";"Kalt";"07137041"
"02605";"Lof";"Lehmen";"07137504"
"02605";"Lof";"Lof";"07137214"
"02605";"Lof";"Macken";"07137215"
"02605";"Lof";"Morshausen";"07140205"
"02605";"Lof";"Munstermaifeld, Stadt";"07137501"
"02605";"Lof";"Nortershausen";"07137219"
"02605";"Lof";"Oberfell";"07137220"
"02605";"Lof";"Pillig";"07137087"
"02605";"Lof";"Wierschem";"07137114"
"02606";"Winningen Mosel";"Koblenz, Stadt";"07111000"
"02606";"Winningen Mosel";"Winningen";"07137230"
"02607";"Kobern-Gondorf";"Dieblich";"07137207"
"02607";"Kobern-Gondorf";"Kobern-Gondorf";"07137212"
"02607";"Kobern-Gondorf";"Lehmen";"07137504"
"02607";"Kobern-Gondorf";"Niederfell";"07137217"
"02607";"Kobern-Gondorf";"Wolken";"07137231"
"02608";"Welschneudorf";"Oberelbert";"07143057"
"02608";"Welschneudorf";"Welschneudorf";"07143079"
"02608";"Welschneudorf";"Zimmerschied";"07141141"
"0261";"Koblenz a Rhein";"Koblenz, Stadt";"07111000"
"0261";"Koblenz a Rhein";"Mulheim-Karlich, Stadt";"07137216"
"0261";"Koblenz a Rhein";"Niederwerth";"07137218"
"0261";"Koblenz a Rhein";"Sankt Sebastian";"07137222"
"0261";"Koblenz a Rhein";"Urbar";"07137224"
"0261";"Koblenz a Rhein";"Vallendar, Stadt";"07137226"
"02620";"Neuhausel Westerw";"Eitelborn";"07143013"
"02620";"Neuhausel Westerw";"Kadenbach";"07143039"
"02620";"Neuhausel Westerw";"Neuhausel";"07143052"
"02620";"Neuhausel Westerw";"Simmern";"07143071"
"02621";"Lahnstein";"Lahnstein, Stadt";"07141075"
"02622";"Bendorf Rhein";"Bendorf, Stadt";"07137203"
"02622";"Bendorf Rhein";"Neuwied, Stadt";"07138045"
"02622";"Bendorf Rhein";"Weitersburg";"07137229"
"02623";"Ransbach-Baumbach";"Breitenau";"07143006"
"02623";"Ransbach-Baumbach";"Ebernhahn";"07143012"
"02623";"Ransbach-Baumbach";"Hundsdorf";"07143038"
"02623";"Ransbach-Baumbach";"Mogendorf";"07143047"
"02623";"Ransbach-Baumbach";"Ransbach-Baumbach, Stadt";"07143062"
"02623";"Ransbach-Baumbach";"Siershahn";"07143070"
"02623";"Ransbach-Baumbach";"Wittgert";"07143084"
"02624";"Hohr-Grenzhausen";"Hilgert";"07143030"
"02624";"Hohr-Grenzhausen";"Hillscheid";"07143031"
"02624";"Hohr-Grenzhausen";"Hohr-Grenzhausen, Stadt";"07143032"
"02624";"Hohr-Grenzhausen";"Kammerforst";"07143040"
"02625";"Ochtendung";"Bassenheim";"07137202"
"02625";"Ochtendung";"Lonnig";"07137065"
"02625";"Ochtendung";"Ochtendung";"07137086"
"02625";"Ochtendung";"Saffig";"07137096"
"02626";"Selters Westerwald";"Deesen";"07143009"
"02626";"Selters Westerwald";"Ellenhausen";"07143015"
"02626";"Selters Westerwald";"Goddert";"07143022"
"02626";"Selters Westerwald";"Hartenfels";"07143025"
"02626";"Selters Westerwald";"Helferskirchen";"07143028"
"02626";"Selters Westerwald";"Herschbach";"07143029"
"02626";"Selters Westerwald";"Krummel";"07143041"
"02626";"Selters Westerwald";"Marienrachdorf";"07143044"
"02626";"Selters Westerwald";"Maxsain";"07143046"
"02626";"Selters Westerwald";"Nordhofen";"07143056"
"02626";"Selters Westerwald";"Oberhaid";"07143059"
"02626";"Selters Westerwald";"Quirnbach";"07143061"
"02626";"Selters Westerwald";"Ruckeroth";"07143064"
"02626";"Selters Westerwald";"Schenkelberg";"07143066"
"02626";"Selters Westerwald";"Selters (Westerwald), Stadt";"07143067"
"02626";"Selters Westerwald";"Sessenhausen";"07143069"
"02626";"Selters Westerwald";"Vielbach";"07143078"
"02627";"Braubach";"Braubach, Stadt";"07141501"
"02627";"Braubach";"Osterspai";"07141108"
"02628";"Rhens";"Brey";"07137204"
"02628";"Rhens";"Rhens, Stadt";"07137221"
"02628";"Rhens";"Spay";"07137223"
"02628";"Rhens";"Waldesch";"07137227"
"02630";"Mulheim-Karlich";"Kaltenengers";"07137209"
"02630";"Mulheim-Karlich";"Mulheim-Karlich, Stadt";"07137216"
"02630";"Mulheim-Karlich";"Urmitz";"07137225"
"02631";"Neuwied";"Leutesdorf";"07138038"
"02631";"Neuwied";"Neuwied, Stadt";"07138045"
"02632";"Andernach";"Andernach, Stadt";"07137003"
"02632";"Andernach";"Kretz";"07137056"
"02632";"Andernach";"Nickenich";"07137081"
"02632";"Andernach";"Plaidt";"07137088"
"02633";"Brohl-Lutzing";"Bad Breisig, Stadt";"07131006"
"02633";"Brohl-Lutzing";"Brohl-Lutzing";"07131014"
"02633";"Brohl-Lutzing";"Gonnersdorf";"07131025"
"02634";"Rengsdorf";"Bonefeld";"07138005"
"02634";"Rengsdorf";"Ehlscheid";"07138015"
"02634";"Rengsdorf";"Hardert";"07138026"
"02634";"Rengsdorf";"Kurtscheid";"07138036"
"02634";"Rengsdorf";"Melsbach";"07138043"
"02634";"Rengsdorf";"Oberhonnefeld-Gierend";"07138053"
"02634";"Rengsdorf";"Oberraden";"07138054"
"02634";"Rengsdorf";"Rengsdorf";"07138061"
"02634";"Rengsdorf";"Stra?enhaus";"07138071"
"02635";"Rheinbrohl";"Bad Honningen, Stadt";"07138004"
"02635";"Rheinbrohl";"Hammerstein";"07138024"
"02635";"Rheinbrohl";"Rheinbrohl";"07138063"
"02636";"Burgbrohl";"Andernach, Stadt";"07137003"
"02636";"Burgbrohl";"Brohl-Lutzing";"07131014"
"02636";"Burgbrohl";"Burgbrohl";"07131202"
"02636";"Burgbrohl";"Glees";"07131205"
"02636";"Burgbrohl";"Niederdurenbach";"07131054"
"02636";"Burgbrohl";"Niederzissen";"07131055"
"02636";"Burgbrohl";"Oberzissen";"07131060"
"02636";"Burgbrohl";"Sinzig, Stadt";"07131077"
"02636";"Burgbrohl";"Waldorf";"07131081"
"02636";"Burgbrohl";"Wassenach";"07131209"
"02636";"Burgbrohl";"Wehr";"07131210"
"02637";"Weissenthurm";"Kettig";"07137211"
"02637";"Weissenthurm";"Mulheim-Karlich, Stadt";"07137216"
"02637";"Weissenthurm";"Wei?enthurm, Stadt";"07137228"
"02638";"Waldbreitbach";"Bad Honningen, Stadt";"07138004"
"02638";"Waldbreitbach";"Breitscheid";"07138006"
"02638";"Waldbreitbach";"Dattenberg";"07138009"
"02638";"Waldbreitbach";"Datzeroth";"07138010"
"02638";"Waldbreitbach";"Hausen (Wied)";"07138007"
"02638";"Waldbreitbach";"Leubsdorf";"07138037"
"02638";"Waldbreitbach";"Neustadt (Wied)";"07138044"
"02638";"Waldbreitbach";"Niederbreitbach";"07138047"
"02638";"Waldbreitbach";"Ro?bach";"07138065"
"02638";"Waldbreitbach";"Waldbreitbach";"07138076"
"02639";"Anhausen Kr Neuwied";"Anhausen";"07138002"
"02639";"Anhausen Kr Neuwied";"Meinborn";"07138042"
"02639";"Anhausen Kr Neuwied";"Ruscheid";"07138066"
"02639";"Anhausen Kr Neuwied";"Thalhausen";"07138072"
"02641";"Bad Neuenahr-Ahrweiler";"Bad Neuenahr-Ahrweiler, Stadt";"07131007"
"02641";"Bad Neuenahr-Ahrweiler";"Grafschaft";"07131090"
"02642";"Remagen";"Remagen, Stadt";"07131070"
"02642";"Remagen";"Sinzig, Stadt";"07131077"
"02643";"Altenahr";"Ahrbruck";"07131002"
"02643";"Altenahr";"Altenahr";"07131003"
"02643";"Altenahr";"Berg";"07131011"
"02643";"Altenahr";"Dernau";"07131017"
"02643";"Altenahr";"Honningen";"07131029"
"02643";"Altenahr";"Kalenborn";"07131036"
"02643";"Altenahr";"Kirchsahr";"07131040"
"02643";"Altenahr";"Lind";"07131047"
"02643";"Altenahr";"Mayscho?";"07131049"
"02643";"Altenahr";"Rech";"07131068"
"02644";"Linz am Rhein";"Dattenberg";"07138009"
"02644";"Linz am Rhein";"Erpel";"07138019"
"02644";"Linz am Rhein";"Kasbach-Ohlenberg";"07138501"
"02644";"Linz am Rhein";"Leubsdorf";"07138037"
"02644";"Linz am Rhein";"Linz am Rhein, Stadt";"07138041"
"02644";"Linz am Rhein";"Ockenfels";"07138055"
"02644";"Linz am Rhein";"Sankt Katharinen (Landkreis Neuwied)";"07138068"
"02645";"Vettelschoss";"Linz am Rhein, Stadt";"07138041"
"02645";"Vettelschoss";"Neustadt (Wied)";"07138044"
"02645";"Vettelschoss";"Sankt Katharinen (Landkreis Neuwied)";"07138068"
"02645";"Vettelschoss";"Vettelscho?";"07138075"
"02645";"Vettelschoss";"Windhagen";"07138077"
"02646";"Konigsfeld Eifel";"Bad Neuenahr-Ahrweiler, Stadt";"07131007"
"02646";"Konigsfeld Eifel";"Dedenbach";"07131016"
"02646";"Konigsfeld Eifel";"Heckenbach";"07131027"
"02646";"Konigsfeld Eifel";"Konigsfeld";"07131041"
"02646";"Konigsfeld Eifel";"Niederzissen";"07131055"
"02646";"Konigsfeld Eifel";"Oberdurenbach";"07131059"
"02646";"Konigsfeld Eifel";"Schalkenbach";"07131073"
"02647";"Kesseling";"Heckenbach";"07131027"
"02647";"Kesseling";"Kesseling";"07131039"
"02651";"Mayen";"Ettringen";"07137025"
"02651";"Mayen";"Kehrig";"07137043"
"02651";"Mayen";"Kirchwald";"07137049"
"02651";"Mayen";"Kottenheim";"07137055"
"02651";"Mayen";"Mayen, Stadt";"07137068"
"02651";"Mayen";"Monreal";"07137074"
"02651";"Mayen";"Reudelsterz";"07137092"
"02651";"Mayen";"Sankt Johann";"07137097"
"02651";"Mayen";"Weiler";"07137110"
"02652";"Mendig";"Bell";"07137008"
"02652";"Mendig";"Glees";"07131205"
"02652";"Mendig";"Kruft";"07137057"
"02652";"Mendig";"Mendig, Stadt";"07137069"
"02652";"Mendig";"Thur";"07137101"
"02653";"Kaisersesch";"Brachtendorf";"07135011"
"02653";"Kaisersesch";"Dungenheim";"07135023"
"02653";"Kaisersesch";"Eppenberg";"07135026"
"02653";"Kaisersesch";"Eulgem";"07135028"
"02653";"Kaisersesch";"Gamlen";"07135033"
"02653";"Kaisersesch";"Hambuch";"07135038"
"02653";"Kaisersesch";"Hauroth";"07135040"
"02653";"Kaisersesch";"Illerich";"07135042"
"02653";"Kaisersesch";"Kaifenheim";"07135043"
"02653";"Kaisersesch";"Kaisersesch, Stadt";"07135045"
"02653";"Kaisersesch";"Kalenborn";"07135046"
"02653";"Kaisersesch";"Landkern";"07135051"
"02653";"Kaisersesch";"Laubach";"07135052"
"02653";"Kaisersesch";"Leienkaul";"07135502"
"02653";"Kaisersesch";"Masburg";"07135058"
"02653";"Kaisersesch";"Mullenbach";"07135067"
"02653";"Kaisersesch";"Urmersbach";"07135084"
"02653";"Kaisersesch";"Wirfus";"07135090"
"02653";"Kaisersesch";"Zettingen";"07135093"
"02654";"Polch";"Einig";"07137023"
"02654";"Polch";"Gappenach";"07137027"
"02654";"Polch";"Gering";"07137029"
"02654";"Polch";"Kerben";"07137048"
"02654";"Polch";"Kollig";"07137053"
"02654";"Polch";"Mertloch";"07137070"
"02654";"Polch";"Naunheim";"07137080"
"02654";"Polch";"Polch, Stadt";"07137089"
"02654";"Polch";"Ruber";"07137095"
"02654";"Polch";"Trimbs";"07137102"
"02654";"Polch";"Welling";"07137112"
"02655";"Weibern";"Arft";"07137006"
"02655";"Weibern";"Brenk";"07131201"
"02655";"Weibern";"Galenberg";"07131204"
"02655";"Weibern";"Hausten";"07137034"
"02655";"Weibern";"Heckenbach";"07131027"
"02655";"Weibern";"Hohenleimbach";"07131206"
"02655";"Weibern";"Kempenich";"07131502"
"02655";"Weibern";"Langenfeld";"07137060"
"02655";"Weibern";"Langscheid";"07137061"
"02655";"Weibern";"Oberdurenbach";"07131059"
"02655";"Weibern";"Rieden";"07137093"
"02655";"Weibern";"Spessart";"07131208"
"02655";"Weibern";"Volkesfeld";"07137106"
"02655";"Weibern";"Weibern";"07131211"
"02656";"Virneburg";"Acht";"07137001"
"02656";"Virneburg";"Anschau";"07137004"
"02656";"Virneburg";"Baar";"07137007"
"02656";"Virneburg";"Boos";"07137014"
"02656";"Virneburg";"Ditscheid";"07137019"
"02656";"Virneburg";"Herresbach";"07137035"
"02656";"Virneburg";"Hirten";"07137036"
"02656";"Virneburg";"Lind";"07137063"
"02656";"Virneburg";"Luxem";"07137066"
"02656";"Virneburg";"Munk";"07137077"
"02656";"Virneburg";"Nachtsheim";"07137079"
"02656";"Virneburg";"Nitz";"07233228"
"02656";"Virneburg";"Siebenbach";"07137099"
"02656";"Virneburg";"Virneburg";"07137105"
"02656";"Virneburg";"Weiler";"07137110"
"02656";"Virneburg";"Welschenbach";"07137113"
"02657";"Uersfeld";"Arbach";"07233201"
"02657";"Uersfeld";"Bermel";"07137011"
"02657";"Uersfeld";"Gunderath";"07233213"
